Start Date,Energy__kWh_,GHG_Savings__kg_,Gasoline_Savings__gallons_,Zip_Postal_Code,ObjectId
2018-02-18,-0.8868734507458698,-0.8036950340313702,-0.8869046631800783,-0.8964415667884135,-1.0368037395210723
2018-02-19,-1.189449922590798,-0.9983224335663894,-1.1893574176580823,-1.2277898632853235,-1.0399619276504541
2018-02-20,-0.9768913466321558,-0.8616062847715605,-0.9767977419103826,-1.1449561417507295,-1.0366601855151913
2018-02-21,-0.9500289566826254,-0.8443124044028895,-0.9499546697895282,-0.7307658711908969,-1.0297752228017616
2018-02-22,-0.47788548448183965,-0.5405670693239994,-0.4779379742690314,-0.6479290549581797,-1.0278442806834407
2018-02-23,-0.5824754679528508,-0.6078827112100327,-0.5825011040421287,-0.6479300865242208,-1.0257163036550871
2018-02-24,-0.6977301042328444,-0.6820679083509238,-0.6977546433517291,-0.8964415667884135,-1.0242047644166932
2018-02-25,-0.38850413812042417,-0.4831207884809721,-0.3885130886571141,-0.4822554224927452,-1.0134973244486285
2018-02-26,-1.1703534368446864,-0.9860832259507472,-1.1703955963634087,-1.2277919264174055,-1.0316076474650662
2018-02-27,-1.222726773137099,-1.0197560459227044,-1.2226771612499574,-0.9792835408513362,-1.0280300564557574
2018-02-28,-0.8075789660862462,-0.7526833366039195,-0.807623961799879,-0.7307638080588147,-1.032021420776135
2018-03-01,-0.9659622809436117,-0.8545567411694136,-0.9658732358146862,-0.730766902756938,-1.0314697230280432
2018-03-02,-1.1704415744712067,-0.9861282230375692,-1.1703955963634085,-0.8136078452538196,-1.032173419135303
2018-03-03,-0.5918964009209327,-0.6139723169599722,-0.591786934223471,-0.7307710290211024,-1.025834524601107
2018-03-04,-0.7149659067524119,-0.6931371917091887,-0.7150777887320483,-1.2277929579834468,-1.0332289632961926
2018-03-05,-1.391451569506205,-1.1282740203089454,-1.3914607804284718,-1.3106277110840818,-1.0349572409356227
2018-03-06,-0.9265745549585549,-0.8292683783753287,-0.9266230460565757,-0.23374703692667578,-1.0094890714216769
2018-03-07,-1.0164749340094803,-0.8870596368839934,-1.0164380926004826,-0.7307710290211024,-1.0244637245841648
2018-03-08,-0.7659094548812695,-0.725895070915761,-0.765954774263436,-0.647942465316714,-1.0264509623910665
2018-03-09,-1.1843673194614481,-0.9950526452573084,-1.1842072933558254,-0.979281477719254,-1.0318581632792505
2018-03-10,-1.005506696042483,-0.8800250923107871,-1.0055135865047857,-1.062116230819889,-1.0330516318771632
2018-03-11,-1.2913370188485134,-1.0638831890663563,-1.2914235174664486,-1.1449520154865651,-1.0344646536605409
2018-03-12,-1.3161232780400047,-1.0798121578014201,-1.3160816883681643,-1.3106266795180406,-1.0372625493830057
2018-03-13,-0.9320390878028272,-0.8327781511474615,-0.9320852991044242,-1.1449489207884418,-1.0339242150501653
2018-03-14,-1.039302579278294,-0.9017736842748575,-1.03922349102865,-0.6479383390525496,-1.0238754346384957
2018-03-15,-0.6349467349413975,-0.6416455253556345,-0.6350167654878709,-0.8964374405242491,-1.028291831407658
2018-03-16,-0.8697943373401167,-0.7926857467888685,-0.8698156143589527,-0.7307720605871435,-1.0206806543115363
2018-03-17,-1.040516919910354,-0.9025536337797757,-1.040628070383811,-0.8135964980273674,-1.0202077705274577
2018-03-18,-0.8764536246772223,-0.7969904680948603,-0.8763703180163708,-0.8136047505556963,-1.01973207195895
2018-03-19,-0.7209200930773533,-0.6969619440890772,-0.7209302027118858,-0.7307710290211024,-1.0170073606316403
2018-03-20,-1.193964527682571,-1.0012622432387743,-1.1939613166555543,-0.2337521947568813,-1.0131567355327147
2018-03-21,-0.8485629624182858,-0.779066628510678,-0.848590859658742,-0.5650984281217091,-1.019796812000818
2018-03-22,-0.6374047954143587,-0.6432204233944118,-0.6371236345206122,0.0976105436646041,-0.9983171920228207
2018-03-23,-0.1917026111697274,-0.3565439832500822,-0.19163788237537913,-0.31658797942355743,-0.9951843369533001
2018-03-24,-0.8083722047249308,-0.7531783045589638,-0.8084042836638576,-1.0621182939519713,-1.0198840703181182
2018-03-25,-0.6457582837945808,-0.6486350728420183,-0.6457071750243742,-1.2277878001532412,-1.0253250486194507
2018-03-26,-1.0043021484800359,-0.8792301437769279,-1.0044211358952162,-0.9792845724173773,-1.0196222953662175
2018-03-27,-1.405543796679874,-1.137348432818092,-1.4055846061664796,-1.3106246163859585,-1.0298540367657747
2018-03-28,-0.8955794896321742,-0.809319669884147,-0.8955662358702375,-1.0621141676878068,-1.021736198472426
2018-03-29,-1.2342532160720596,-1.0271505671904884,-1.2341478926504388,-1.2277878001532412,-1.0268337730734158
2018-03-30,-0.8936796341271762,-0.8081047485399473,-0.89369346339669,-0.5650922387254624,-1.0048897136646269
2018-03-31,-0.9699578533458755,-0.857166572205102,-0.9699309095073736,-0.9792783830211307,-1.0196814058392274
2018-04-01,-1.344689662102265,-1.0981859682538244,-1.3445634364033736,-1.22779605268157,-1.0240358773509508
2018-04-02,-1.4131823909783185,-1.1422831133395948,-1.4130756960606716,-1.062115199253848,-1.0162304801292255
2018-04-03,-1.0138993567011587,-0.8854097437005122,-1.013863030449354,-1.1449582048828117,-1.019155041150997
2018-04-04,-0.6350446656375314,-0.6417505185582196,-0.6349387333014731,-0.4822574856248274,-0.9953616683723295
2018-04-05,0.05418178068328285,-0.19836422404105677,0.0540854725913996,-0.6479259602600563,-1.0056609645981835
2018-04-06,-0.3571075569398939,-0.4629470945556792,-0.3571441497251851,-0.6479362759204673,-1.0038200955815921
2018-04-07,-0.38411684293362486,-0.48027097298223176,-0.38398722184603945,-0.6479373074865085,-1.0031867690850582
2018-04-08,-1.134814387217692,-0.9631947077871804,-1.1348129193659964,-1.0621193255180124,-1.0240668399796704
2018-04-09,-0.9384829276084382,-0.8368878850772239,-0.9385619705754444,-1.0621224202161357,-1.0253363077571669
2018-04-10,-0.40955923778921394,-0.4966499125855181,-0.4095817789845289,0.26327076577150416,-0.9871706456838257
2018-04-11,-0.9046772513030136,-0.8151692911710349,-0.904774033865182,-0.8964425983544546,-1.01706647110465
2018-04-12,-0.17325246801809918,-0.3446347542711361,-0.1732222863854903,-0.15091125225999968,-0.9838182374288402
2018-04-13,-0.6971327269864276,-0.6816329365116427,-0.6971303858605465,-0.39942582722231573,-0.991871335680321
2018-04-14,0.31878072856748246,-0.0281402445926188,0.31877064885285183,0.5117822460356969,-0.9728827999220233
2018-04-15,-0.8303184737285392,-0.76732238885008,-0.8303313280416489,-0.9792732251909252,-1.0203231766890484
2018-04-16,-0.840943954259068,-0.7741319479891752,-0.8409437053917542,-0.7307658711908969,-1.0121997088268415
2018-04-17,-0.7688963411133537,-0.7278299456491162,-0.768919997346554,-0.5650984281217091,-1.0015682680383609
2018-04-18,-0.5987025843022389,-0.6183370343817272,-0.5987317988128782,-0.5650973965556679,-0.9954658153962039
2018-04-19,-0.8266362795539044,-0.7649375432485026,-0.8265857830945529,-0.7307720605871435,-1.0014021957570474
2018-04-20,-0.5425001577909904,-0.5821743756056074,-0.5423145280472443,-0.3994268587883568,-0.981062563472811
2018-04-21,-0.7135752908673103,-0.6922372499727444,-0.7135171450040917,-0.48226367502107403,-0.9793765075998164
2018-04-22,-1.0311057800118861,-0.8964790270587769,-1.0311081436432754,-1.062115199253848,-1.0073104282736005
2018-04-23,-1.2015835358417888,-1.0061669257023955,-1.2017645352953379,-0.8964456930525779,-0.9985930408968664
2018-04-24,-0.9236758063529916,-0.8273485026709144,-0.923735855159856,-0.8136099083859017,-0.9911901578484936
2018-04-25,-0.9462880040903102,-0.8419125597723712,-0.9462871570288296,-0.48226264345503295,-0.9729193921196008
2018-04-26,-0.6710146103275147,-0.6649090192427195,-0.6709896034172723,-0.6479311180902618,-0.9811047852392465
2018-04-27,0.20834428253727724,-0.09919064468489548,0.20827707291351913,-0.1509153785241641,-0.9730967235386302
2018-04-28,-0.3326052967671906,-0.447138118052141,-0.33272007538266263,-0.06807649915936467,-0.9715429625338007
2018-04-29,-0.8729281196164016,-0.7946956166669271,-0.872936901814866,-0.7307658711908969,-0.9985283008549986
2018-04-30,-0.7488890998931969,-0.7149457797890222,-0.7488657254423104,-0.6479300865242208,-0.9920824445124989
2018-05-01,-0.5070492457905168,-0.5593608525867445,-0.5069659476090255,-0.9792835408513362,-1.0066517687172054
2018-05-02,-0.7712662639597943,-0.72932984854319,-0.7711829307520908,-0.5650891440273391,-0.9871002760730998
2018-05-03,-0.6577058287229168,-0.6562545795439134,-0.6577241317296405,-0.7307730921531845,-0.997047724245324
2018-05-04,0.05267364796282102,-0.19932416189326435,0.052680893236238535,0.09760229113627526,-0.9611057418709237
2018-05-05,-0.6061844894868694,-0.6231367236427634,-0.6062228887070698,-0.2337542578889635,-0.9756441034469107
2018-05-06,-0.4399079605211112,-0.5162086463242405,-0.4399362994932865,0.18044013893503358,-0.9520815429914243
2018-05-07,-0.3324681937926033,-0.44707812193637825,-0.3325640110098665,-0.316583853159393,-0.9726688763054163
2018-05-08,-1.041212227852905,-0.9029436085322351,-1.0412523278749937,-0.6479373074865085,-0.9909424568187382
2018-05-09,-0.7578203793806088,-0.7206904078733248,-0.7577613946916636,-0.31659210568772184,-0.9684382553085705
2018-05-10,-0.9145290793340847,-0.8215138804129672,-0.9144500249785137,-0.7307710290211024,-0.9887131475509392
2018-05-11,-0.11875403561958127,-0.30962702072345283,-0.1185997559070067,0.18043394953878697,-0.945863684187677
2018-05-12,-0.23914024037699122,-0.38702201005766246,-0.23908145170526157,-0.2337542578889635,-0.9619079554331998
2018-05-13,-0.08090382156382694,-0.28526859772369423,-0.08091020987685292,-0.06807340446124137,-0.9458608694032479
2018-05-14,-0.9117380544942688,-0.8196689998532564,-0.9119529950137831,-0.5650932702915036,-0.9629212778276539
2018-05-15,-0.5260086285620408,-0.5715700621445053,-0.5259277689036992,-0.316583853159393,-0.9445379207215995
2018-05-16,0.002719199864915775,-0.23143708285538453,0.002896358314420711,-0.15091022069395857,-0.9473977417015033
2018-05-17,-0.21351177719874767,-0.37053807725179083,-0.21356492675317007,0.09760332270231638,-0.9329550827961036
2018-05-18,-0.650057441354859,-0.6513798951381734,-0.6500769774626529,0.1804494230294035,-0.924485396449125
2018-05-19,-0.3759200436672176,-0.47503631188191436,-0.3759499066470622,0.09758991234378202,-0.9207980288470837
2018-05-20,-1.0215673302084434,-0.8903594232509557,-1.0217442812755353,-1.062116230819889,-0.9963468429224932
2018-05-21,-0.40421222178030247,-0.49321513495808883,-0.40419755812307845,-0.31657663219710525,-0.9619839546127839
2018-05-22,-0.4940146701350941,-0.5509163992931088,-0.4940906368533828,0.2632728289035864,-0.9282290597397469
2018-05-23,-0.29976913435349223,-0.42604948336146337,-0.29971246053637907,0.263279018299833,-0.919303378315264
2018-05-24,0.4813065118713131,0.07641798615326743,0.48138972530593743,0.3461168660985913,-0.9079429083596622
2018-05-25,-0.4112142665538768,-0.4977298426692512,-0.4113765192716788,0.09759919643815196,-0.9258449373283508
2018-05-26,0.12655256512623925,-0.15182223723794613,0.1264213093821918,0.5946211254004963,-0.885829961885131
2018-05-27,0.0930896462572834,-0.1733158457100239,0.09286746923112299,-0.23374394222855246,-0.9493568316641144
2018-05-28,-1.0997258187929138,-0.9406061702024286,-1.099776467673369,-0.8136099083859017,-0.9831764665790192
2018-05-29,0.01491157153358679,-0.22365258683514175,0.014913315019686834,-0.3165869478575163,-0.9542376678640683
2018-05-30,-0.23268660750176637,-0.3828672790410777,-0.232838876793435,-0.23374910005875799,-0.9448306583022196
2018-05-31,-0.3467856615673807,-0.4562875257059914,-0.3466098045614771,-0.7307741237192257,-0.9702171990677232
2018-06-01,-0.49584597415279824,-0.5521763177241311,-0.4958073449541353,0.014764443337516952,-0.9145323187080426
2018-06-02,-0.3628560888029543,-0.4666068576172193,-0.362840499332227,-0.15091022069395857,-0.9156188254976517
2018-06-03,-0.38444980730048034,-0.48046596035846145,-0.3844554149644265,-0.48226573815315626,-0.9403635954133345
2018-06-04,-0.5575814849956121,-0.5918487492723835,-0.557530804394822,-0.647933181222344,-0.95695674962252
2018-06-05,-0.35285736472768237,-0.4602172712884648,-0.35277434728690604,-0.2337563210210457,-0.9179579113581833
2018-06-06,-0.23414577487416158,-0.38384221592222567,-0.23393132740300518,-0.3165859162914752,-0.926787890112079
2018-06-07,-0.6639831863451005,-0.6603343154157943,-0.6638886744550695,-0.4822564540587863,-0.942697051705008
2018-06-08,0.11059965472602584,-0.16203657594658927,0.11073683991622688,0.2632800498658741,-0.8745117136959647
2018-06-09,-0.31162854165530857,-0.43362399297653575,-0.31157335286884963,0.014769601167722472,-0.9150305355519825
2018-06-10,-0.8481026881464566,-0.7787816469608042,-0.848122666540355,-0.6479259602600563,-0.9619135850020579
2018-06-11,-0.28472697942732456,-0.41637510969468705,-0.284730280747995,0.18044632833128021,-0.9021106750226932
2018-06-12,-0.5615574712586487,-0.5944435812791313,-0.5613543815283156,-0.2337460053606347,-0.9279616552189882
2018-06-13,0.08085810231015891,-0.18116033784603017,0.08085051252585632,0.5117781197715325,-0.8740022377143086
2018-06-14,-0.5420202973799345,-0.5818743950267926,-0.5420804314880512,-0.23374497379459358,-0.9209078054398162
2018-06-15,-0.6156348016637913,-0.6292263293927034,-0.615742815447606,-0.3165828215933519,-0.9212146169425816
2018-06-16,-0.6179165868837113,-0.6307112332578362,-0.6179277166667448,-0.06807546759332357,-0.9201675171349789
2018-06-17,-1.2171447234574664,-1.0161412799479863,-1.2170588438293133,-1.06211726238593,-0.9865598374627242
2018-06-18,-0.8488861337155276,-0.7792616158869077,-0.8489029884043333,-0.15089990503354753,-0.918444869064407
2018-06-19,0.0839135400295369,-0.17924046214161546,0.08404983216816697,0.1804391073689925,-0.8944488318068486
2018-06-20,-0.45357908570140426,-0.5249530801966911,-0.4535138999265098,-0.15090712599583525,-0.9118695326381717
2018-06-21,-0.7837328415776404,-0.7373393299975444,-0.7837461127621421,-0.5650953334235858,-0.9352913538722061
2018-06-22,-0.5472693826927117,-0.5852191784805774,-0.5472305557903078,-0.1509133153920819,-0.8928359603290092
2018-06-23,-0.27216247111334463,-0.4082906330956289,-0.2720890665515457,-0.06806927819707695,-0.8877158674525871
2018-06-24,-0.6949488724626414,-0.6802230277912134,-0.6950235168278052,-0.3994196378260691,-0.9218000921038216
2018-06-25,-0.15328439907639566,-0.33178058646892344,-0.15332407885404248,-0.06807237289520025,-0.892464408784376
2018-06-26,-0.5266843503653649,-0.571990034954846,-0.5267080907676776,-0.2337460053606347,-0.9116162020395582
2018-06-27,-0.4636365681943562,-0.53143266069909,-0.46373611634462575,0.014772695865845783,-0.8908487225221077
2018-06-28,-0.4302324077430816,-0.5099540512559527,-0.43041637275275074,-0.3165828215933519,-0.9156920098928067
2018-06-29,-0.4009805088078838,-0.4911452689642672,-0.4009202062943696,0.18043704423691026,-0.8553599204407827
2018-06-30,-0.36616614633228023,-0.4687217206978634,-0.3661178511609356,-0.06807340446124137,-0.8814867495111236
2018-07-01,-0.6565600395781505,-0.6555646242126395,-0.6563195523744795,-0.06807030976311805,-0.8837723544675034
2018-07-02,-0.6021693309453793,-0.6205568906649565,-0.6021652150143831,-0.23374703692667578,-0.8916903430663904
2018-07-03,-1.4087657165826795,-1.1394032997829733,-1.4087839258087909,-1.0621141676878068,-0.9763703178296027
2018-07-04,-0.8019479510585468,-0.7490685706292015,-0.8020056443792353,-0.4822564540587863,-0.9253270169934076
2018-07-05,-0.8902128874840362,-0.805824896140955,-0.8902600471951849,-0.5650901755933803,-0.9317362811383296
2018-07-06,-0.7561359714071058,-0.7195954787606509,-0.7562007509637066,-0.6479311180902618,-0.9405775190299415
2018-07-07,-0.9451618010847703,-0.8412076054121566,-0.9451947064192602,-0.647933181222344,-0.9381736931275421
2018-07-08,-0.7072195886882199,-0.6881425150719229,-0.707274570092265,-0.8136047505556963,-0.9488079487004518
2018-07-09,-0.7692978569675026,-0.7280549310832273,-0.7693101582785429,-0.23375735258708683,-0.897348059768759
2018-07-10,0.4034320223056306,0.026336228520142512,0.40327950672170654,-0.23374497379459358,-0.9014520154662979
2018-07-11,-0.568011104133873,-0.5985833132667749,-0.5680651495585296,-0.150914346958123,-0.889584884313469
2018-07-12,-1.015338937934327,-0.8863546825237786,-1.0153456419909128,-0.3994217009581513,-0.9005343957424312
2018-07-13,-1.0247990431808625,-0.8924142902158368,-1.0247875365450507,-0.9792866355494595,-0.9537084883914089
2018-07-14,-0.7549999753319525,-0.7188755253714957,-0.755186332540535,-0.48225954875690963,-0.9014773485261593
2018-07-15,-0.8118977097857515,-0.7554581569579562,-0.81191573205176,-0.7307720605871435,-0.929965781732464
2018-07-16,-0.2665020768768043,-0.404630870034089,-0.266470749130902,-0.4822482015304575,-0.9075122463420191
2018-07-17,-0.542558916208671,-0.5822043736634885,-0.5425486246064377,-0.8964384720902902,-0.9484082493115282
2018-07-18,-0.9126977753163805,-0.8203289571266489,-0.9127333168777613,-0.6479311180902618,-0.9228809693245726
2018-07-19,-0.1989690688228631,-0.36117868319277047,-0.1988948757103774,-0.15089990503354753,-0.8816387478702917
2018-07-20,-0.9908562639008509,-0.8706057021360035,-0.9909215676483907,-0.31657663219710525,-0.8967851028829511
2018-07-21,0.034174539463125875,-0.211188393785388,0.03418726505995205,0.09759713330606976,-0.8547913339861167
2018-07-22,-0.6048526320194482,-0.6222667799642008,-0.6048183093519092,-0.7307617449267324,-0.9341738844538775
2018-07-23,-0.5747095637494322,-0.6029030336017074,-0.5747759175887431,-0.7307720605871435,-0.9336221867057859
2018-07-24,-0.3679288988626906,-0.4699216430131225,-0.3679906236344831,-0.5650839861971336,-0.9176342111488438
2018-07-25,-0.09612225174303533,-0.29501796653517437,-0.0962045184108282,0.01476650646959916,-0.8488549536252733
2018-07-26,-0.7888546169854436,-0.740684113451329,-0.7888962370643993,-0.9792773514550895,-0.9518507306682431
2018-07-27,-0.46283353648605857,-0.5309376927440456,-0.46279973010785175,-0.23374703692667578,-0.8785706328426391
2018-07-28,-0.3798568576518002,-0.4775411497150174,-0.37985151596695477,-0.48226367502107403,-0.8983782708697873
2018-07-29,-0.6954776982217646,-0.6805530064279093,-0.6954136777597946,-0.5650870808952569,-0.9058993748641797
2018-07-30,-0.351819299348663,-0.459527315957191,-0.3517599288637338,-0.3165828215933519,-0.8853148563346168
2018-07-31,-0.06947530932499958,-0.2778890754848509,-0.06943947847637091,0.09760022800419306,-0.8347866610489358
2018-08-01,-0.5957254911397681,-0.6164471567351942,-0.5958446079161581,-0.2337480684927169,-0.8741823839177671
2018-08-02,-0.1081677273675059,-0.3027874635264761,-0.10822147511609487,-0.15090815756187637,-0.8710241957883853
2018-08-03,0.17296192202409716,-0.12189917450117352,0.17308455684809604,0.42895780859547294,-0.8060646007350208
2018-08-04,-0.9376309305520728,-0.8363629190642979,-0.9377036165250683,-0.647933181222344,-0.9021557115735578
2018-08-05,-1.0726675674511155,-0.9232372946890538,-1.0726992989933206,-0.8964446614865368,-0.9282149858176018
2018-08-06,-0.5255875265686651,-0.5713000796235722,-0.5256156401581078,-0.48225439092670414,-0.8772167215322713
2018-08-07,-0.3243007737350358,-0.44179846374923826,-0.32429259925169657,-0.39941241686378137,-0.8819540037263441
2018-08-08,-0.6480596551537275,-0.6500749796203293,-0.6482042049891051,-0.3165828215933519,-0.8716434483627739
2018-08-09,-0.325603251993616,-0.44266840742780117,-0.3256191464204597,-0.15090506286375305,-0.8522411392934073
2018-08-10,-0.31879706861230994,-0.43827369194816485,-0.3189083783902461,-0.23374394222855246,-0.8525958021314662
2018-08-11,-0.5089491012955146,-0.5606057719888258,-0.5086826557097779,0.014767538035640264,-0.8203608908501104
2018-08-12,0.15831148988246452,-0.13137856079172036,0.15818040924610988,-0.15089681033542424,-0.848545327338079
2018-08-13,-0.6413220232597148,-0.6457552592853967,-0.6411813082132998,-0.31657147436689975,-0.8647697447870604
2018-08-14,-0.8794894762573733,-0.7989403418571562,-0.8796476698450802,-0.48225851719086854,-0.8881211964103688
2018-08-15,0.15591218782718405,-0.1329384598015569,0.15599550802697035,-0.5650788283669281,-0.8945192014175747
2018-08-16,-0.0934291575993526,-0.29326308014910774,-0.09339535970050607,-0.3165786953291875,-0.8622842901362189
2018-08-17,0.10163899602977383,-0.1678112020887729,0.1017631384804761,-0.3994217009581513,-0.8801553564761881
2018-08-18,-0.8151392158277838,-0.757528022951778,-0.8151930838804691,-0.482253359360663,-0.893677580873292
2018-08-19,-1.1953845227765125,-1.0021471859462778,-1.1952878638243176,-0.896446724618619,-0.9386465769116207
2018-08-20,-0.00652545785012508,-0.2374216954027393,-0.00654553623971763,-0.48225851719086854,-0.8914454568210639
2018-08-21,0.008937799069418413,-0.22749233824397053,0.008904836667053773,-0.5650891440273391,-0.8919127110362844
2018-08-22,0.351489581076207,-0.0070816079598225974,0.3516221993263398,1.0916647172497038,-0.6923613837239863
2018-08-23,0.40879862445376886,0.029741008089689724,0.4087417597695541,0.8431491107213467,-0.7348336659737573
2018-08-24,0.2965896328235393,-0.04244931820208297,0.2966095079158668,0.42895780859547294,-0.767994641332267
2018-08-25,-0.29158212815669815,-0.42076982517432343,-0.2915971131510042,0.3461106767023447,-0.7710543120066324
2018-08-26,-0.9449071812748223,-0.8410276170648677,-0.9449606098600666,-0.48224201213421086,-0.869639321849298
2018-08-27,-0.3110703366873449,-0.433339011426662,-0.311027127564065,-0.23373981596438806,-0.8277328112697638
2018-08-28,-0.23526218481008843,-0.3845171722245589,-0.23517984238537037,0.0976115752306452,-0.7865074785220572
2018-08-29,-0.3210200954145496,-0.4396686016396534,-0.3210152474229877,0.1804452967652391,-0.7745671629740732
2018-08-30,-0.7522872950490431,-0.7171056399564883,-0.7522991416438151,-0.3165859162914752,-0.8402276393502685
2018-08-31,-0.18283009009999523,-0.35079935516577954,-0.18289827749882187,0.014770632733763575,-0.8056677161305263
2018-09-01,-1.058565547207833,-0.9141478831509665,-1.0585754732553128,-0.5650943018575446,-0.878562188489352
2018-09-02,-0.8075300007381794,-0.7526383395170972,-0.8075459296134813,-0.48225851719086854,-0.8697434688731724
2018-09-03,-0.5632908445802186,-0.595538510391805,-0.5632271540018639,-0.565088112461298,-0.882165112558522
2018-09-04,0.16503932870686394,-0.1270588404567874,0.1649692094627214,-0.5650788283669281,-0.8814079355471105
