Start Date,Energy (kWh),GHG Savings (kg),Gasoline Savings (gallons),Port Number,Postal Code,Latitude,Longitude,Plug In Event Id,Driver Postal Code,User ID
2011-08-25,-1.6068710625828877,-1.6068805265069739,-1.606749417751582,-1.7207316236617736,-1.6748440145086487,-1.6748400783733308,1.6748441442162012,-0.6724433636233098,-1.6224658123695763,-0.8329970629989919
2011-08-26,-1.565931335642601,-1.5659562688345543,-1.5658524202109017,-1.5882411015517972,-1.5512815637008772,-1.5512802469091505,1.5512831804601137,-0.6724433067629947,-1.4935876772208645,-0.8302883154019965
2011-08-27,-1.3928641458122575,-1.3928807624282804,-1.3927535003875569,-1.5882411015517972,-1.5512815637008772,-1.5512802469091505,1.5512831804601137,0.3514144577320664,-1.6238175471105152,-0.8413237557848221
2011-08-28,-1.2697368391530939,-1.2697425942532323,-1.2697907669180695,-1.4557505794418204,-1.427719112893106,-1.4277205309380796,1.4277221701765868,-0.6724432203041594,-1.4956460316393212,-0.8303938857326145
2011-08-29,-1.5028336436381895,-1.5028647049229076,-1.5029444140270645,-1.4557505794418204,-1.427719112893106,-1.4277206464311891,1.4277221236491462,0.3515427836742069,-1.4943503344356712,-0.8316340030340509
2011-08-30,-1.3987084591323542,-1.398686485490935,-1.3985959286076541,-1.5882411015517972,-1.5512815637008772,-1.5512802469091505,1.5512831804601137,-0.6724432623652145,-1.4935261726067672,-0.8290067717682923
2011-08-31,-1.1100804044030974,-1.1100649102992388,-1.1100071486195975,-0.8595432299469256,-0.8099068588542492,-0.8099217200965058,0.8099172118138294,0.3516887378718512,-0.9774204541781808,-0.8073461453254223
2011-09-01,-1.509531092096193,-1.5094824172250947,-1.5096020647895008,-1.5882411015517972,-1.5512815637008772,-1.5512804778953697,1.5512830874052335,-0.6724432351034195,-1.4947877005803631,-0.8312491390439499
2011-09-02,-1.0039304221914813,-1.0038973172304124,-1.0037564772680623,-1.3232600573318438,-1.3041566620853344,-1.3041638870837249,1.3041585128862974,-0.6724431517602178,-1.2369043207471382,-0.81862346203536
2011-09-03,-1.0913002965505276,-1.0912673594040698,-1.0912570301457973,-1.5882411015517972,-1.5512815637008772,-1.5512803624022602,1.5512831339326736,-0.6724432203041594,-1.4942847295139674,-0.8315230873702371
2011-09-04,-0.9331203080559439,-0.9331324550051872,-0.93296798650828,-1.4557505794418204,-1.427719112893106,-1.4277236030547957,1.427719523169825,-0.6724432093994415,-1.3657277851277636,-0.8298633614129267
2011-09-05,-1.7118400890012913,-1.7118707351784785,-1.7119131257133318,-1.7207316236617736,-1.6748440145086487,-1.6748401938664406,1.674844097688761,-0.6724432818379251,-1.6230521563573042,-0.8335382779850713
2011-09-06,-1.3708550087678728,-1.3707946551130066,-1.3707424917444,-1.2570147962768554,-1.1805942112775634,-1.1806009835028282,1.1806001961369719,0.35209919612962176,-1.4947425971966917,-0.831597922034979
2011-09-07,-1.396261851306922,-1.396291117234315,-1.39628613140436,-1.3232600573318438,-1.3041566620853344,-1.3041637715906151,1.3041585594137377,-0.6724431011311702,-1.3661282485039972,-0.8273791178101569
2011-09-08,-1.4075694386564281,-1.4075777676638117,-1.4075633765733848,-1.5882411015517972,-1.5512815637008772,-1.5512894632592986,1.5512752394398293,-0.6724434165890828,-1.4960287270159267,-0.8318010446964211
2011-09-09,-1.6898710918696553,-1.6898658267871578,-1.6899021170701747,-1.7207316236617736,-1.6748440145086487,-1.6748491792303697,1.6748362497233569,-0.6724434937010171,-1.753426903782384,-0.8424382577561562
2011-09-10,-1.329935624612594,-1.3299109969025633,-1.329981364627443,-1.5882411015517972,-1.5512815637008772,-1.5512893477661889,1.5512752859672694,-0.6724434002320059,-1.4960259934775224,-0.8336331576492976
2011-09-11,-1.7669419751830024,-1.7669642050807335,-1.766940647321224,-1.7207316236617736,-1.6748440145086487,-1.6748461071136536,1.6748388967301184,-0.6724434064632733,-1.624935564317884,-0.8402319714795704
2011-09-12,-1.1004952012705889,-1.1005240367347362,-1.1003603485352507,-1.190769535221867,-1.1805942112775634,-1.1806009835028282,1.1806001961369719,-0.6724429134142395,-1.105956897026352,-0.8104063485800445
2011-09-13,-0.8992238739705873,-0.8992319042547207,-0.8992721214249286,-1.4557505794418204,-1.427719112893106,-1.4277236030547957,1.427719523169825,0.3525703095443648,-1.4945225473551436,-0.8293943084249912
2011-09-14,-1.06161166438076,-1.061629752161147,-1.0616372777741414,-1.190769535221867,-1.1805942112775634,-1.1806070122431505,1.1805949486508889,-0.6724430318083202,-1.1062466520972105,-0.8110063622312783
2011-09-15,-1.2518029775154276,-1.251838231521549,-1.2517200005628852,-1.4557505794418204,-1.427719112893106,-1.427723487561686,1.4277195696972655,0.3526757464834901,-1.3638457439363858,-0.822597717266472
2011-09-16,-0.5662764787551586,-0.5663163160465465,-0.5663895833031117,-0.9257884910019138,-0.9334693096620205,-0.9334814360675767,0.9334782220973568,-0.6724426563744588,-0.846121770772439,-0.8007179321625723
2011-09-17,-1.0890140608064038,-1.08899378953338,-1.088947232942503,-1.190769535221867,-1.1805942112775634,-1.180601098995938,1.1806001496095315,-0.6724428199452283,-1.1092713123415963,-0.8136402751635318
2011-09-18,-0.9969532391248798,-0.9969548092324128,-0.9969629560819027,-1.4557505794418204,-1.427719112893106,-1.4277207619242989,1.4277220771217063,-0.672443007662159,-1.366437138343686,-0.8269528274877881
2011-09-19,-0.910964338051204,-0.9109245493039835,-0.9109569778651231,-1.3232600573318438,-1.3041566620853344,-1.304160699473899,1.3041612064204993,-0.6724428830368108,-1.2331648402100215,-0.8115368865509661
2011-09-20,-0.8588665168009462,-0.8588760390499736,-0.8590544760028641,-0.8595432299469256,-0.8099068588542492,-0.8099336620840419,0.8099067633691038,-0.6724427872310744,-0.7174814534649033,-0.7939801396692073
2011-09-21,-1.0271327070586516,-1.027160808943008,-1.0271261901484512,-1.3232600573318438,-1.3041566620853344,-1.3041609304601183,1.3041611133656186,-0.672442855775016,-1.234591747257079,-0.818445729706598
2011-09-22,-1.2039996153755712,-1.2039714658511298,-1.203893611412322,-1.4557505794418204,-1.427719112893106,-1.4277265596784021,1.427716922690504,-0.6724431307296904,-1.4939895073663003,-0.8346848519555805
2011-09-23,-0.9709346124781032,-0.9709305541054079,-0.9708758347270501,-1.190769535221867,-1.1805942112775634,-1.1806070122431505,1.1805949486508889,-0.6724428923837119,-1.105980132102789,-0.8124349025278683
2011-09-24,-1.3817573262336522,-1.3817971093086667,-1.3817479960659784,-1.7207316236617736,-1.6748440145086487,-1.674843150490047,1.6748414972094396,-0.6724432608073976,-1.6245077655576072,-0.8343668046304276
2011-09-25,-1.2839429749599296,-1.283952405945045,-1.2839212909852813,-1.3232600573318438,-1.3041566620853344,-1.3041638870837249,1.3041585128862974,-0.6724429079618804,-1.2364942899864892,-0.826852602490366
2011-09-26,-1.1007116055325648,-1.1006864345826428,-1.1007679598064206,-0.9257884910019138,-0.9334693096620205,-0.9334847391705126,0.933475482035715,-0.672442537980378,-0.8471769165965085,-0.7982042892272253
2011-09-27,-0.9644514197565841,-0.9643940407271743,-0.96448992481206,-1.0582790131118907,-1.0570317604697919,-1.0570472962720798,1.0570339383673613,-0.6724427202449498,-0.9767179348082693,-0.800792766827314
2011-09-28,-1.4483096937618245,-1.4483396274883251,-1.4481886332666185,-1.4557505794418204,-1.427719112893106,-1.4277237185479053,1.4277194766423849,-0.6724429866316315,-1.3646302694584271,-0.8255536865237753
2011-09-29,-0.5447428820194956,-0.5447174022749919,-0.5447861859311246,-0.8595432299469256,-0.8099068588542492,-0.8099277488368283,0.8099119643277469,-0.6724424234808393,-0.8486762624112808,-0.796158362946515
2011-09-30,-0.5532747279004634,-0.5532838887520558,-0.5533460226256854,-0.9257884910019138,-0.9334693096620205,-0.933484508184293,0.9334755750905953,-0.6724424188073888,-0.8488156728699013,-0.7975909122430018
2011-10-01,-1.476154976319081,-1.4761502589423006,-1.4760420701298727,-1.5219958404968086,-1.427719112893106,-1.4277236030547957,1.427719523169825,-0.6724429383393091,-1.3674362466304668,-0.8234877152435804
2011-10-02,-1.548108719880369,-1.5480925055648476,-1.548189265126887,-1.7207316236617736,-1.6748440145086487,-1.6748432659831567,1.6748414506819993,-0.6724432101783498,-1.6249478652407034,-0.8379936132038096
2011-10-03,-1.468195848895838,-1.4681927643948856,-1.4681615855539276,-1.3232600573318438,-1.1805942112775634,-1.1806008680097182,1.180600242664412,-0.6724425410960116,-1.2361156949174903,-0.825073942869448
2011-10-04,-0.8425268099223898,-0.8425550553353781,-0.8424782843086353,-1.0582790131118907,-1.0570317604697919,-1.0570443396484732,1.0570365388466827,-0.6724424928036893,-0.9759607446702713,-0.8077416999819149
2011-10-05,-1.0109031717927834,-1.0109210241523652,-1.0109576097253916,-0.9257884910019138,-0.9334693096620205,-0.9334875803010092,0.9334729280838342,-0.6724424304910152,-1.1048976508946762,-0.8046801603939936
2011-10-06,-0.2711513340958482,-0.27115822747661655,-0.27114315255261867,-0.528316924671984,-0.5627819572387064,-0.5628142301418994,0.5627847428020489,-0.6724421570941576,-0.4607461597614949,-0.7725707438865421
2011-10-07,-0.7650065949009561,-0.7650506824220358,-0.7650321427864163,-0.9257884910019138,-0.9334693096620205,-0.9334843926911832,0.9334756216180354,0.3541726807378459,-0.9780163655503237,-0.8064935646806847
2011-10-08,-1.2701776449663738,-1.2701891883349752,-1.2701983781892388,-1.3232600573318438,-1.3041566620853344,-1.3041638870837249,1.3041585128862974,-0.6724426999933306,-1.2368687847478819,-0.8234315892450241
2011-10-09,-1.5328699276945825,-1.53286770732362,-1.5328359072461664,-1.7207316236617736,-1.6748440145086487,-1.674840078373331,1.6748441442162012,-0.6724430427130382,-1.6245610695564916,-0.8423620867581154
2011-10-10,-0.8626711803065095,-0.8626923884757747,-0.8624512365959442,-1.0582790131118907,-1.0570317604697919,-1.0570294971339842,1.0570350489571299,-0.6724425535585465,-0.9779698953974502,-0.8025086187831809
2011-10-11,-0.7182662242737712,-0.7182801022249851,-0.7182927170256388,-0.7932979688919373,-0.8099068588542492,-0.8099279501248194,0.809904625129786,-0.6724425146131252,-0.721767641682885,-0.8069265366695483
2011-10-12,-0.674016267519533,-0.6740266886704839,-0.6739989588918787,-1.0582790131118907,-1.0570317604697919,-1.0570325692507005,1.0570324019503685,-0.672442633007206,-1.1061332102534311,-0.8072900193268658
2011-10-13,-0.5362129970943329,-0.5361915152599042,-0.5362263492365633,-0.7932979688919373,-0.8099068588542492,-0.8099041222464014,0.8099109832056378,-0.6724423245594692,-0.978027299703941,-0.8058788513631623
2011-10-14,-1.0197482078935693,-1.0197717068632657,-1.0196533168436757,-0.9257884910019138,-0.9334693096620205,-0.9334726222934102,0.9334714847217211,-0.6724424242597478,-0.8444939486526635,-0.7992479655337144
2011-10-15,-1.3264435886177917,-1.3264194431725753,-1.3263128631869168,-1.190769535221867,-1.1805942112775634,-1.1805922852217714,1.1805934122338961,-0.6724427568536457,-1.109379287108567,-0.8142763698138376
2011-10-16,-1.2679831307985772,-1.2679562179262618,-1.2678885809859448,-1.5882411015517972,-1.5512815637008772,-1.5512805933884795,1.5512830408777931,-0.6724428370812137,-1.4961134667064608,-0.8255443321906825
2011-10-17,-0.5425704840228263,-0.5426062302522081,-0.5426122591515535,-0.6608074467819607,-0.6863444080464778,-0.6863472474058274,0.6863474189702293,0.35483908596777153,-0.7193443598874508,-0.8043246957364698
2011-10-18,-0.6087650879531332,-0.6087833532740774,-0.608645285081024,-0.1308453583420541,-0.19209460481539228,-0.19212047070041782,0.1921001290070326,-0.6724415479877681,-0.07626714934716936,-0.7783624124042421
2011-10-19,0.027138469249488584,0.027126019665512303,0.027500038790954032,0.0016451637679225485,-0.06853215400762093,-0.06854269490680359,0.06853307622507503,-0.6724417902282888,-0.07371402447752978,-0.7662792867150305
2011-10-20,-0.6326553102204416,-0.6326558369163212,-0.632830220503752,-0.39582640256200735,-0.439219506430935,-0.4392249446349605,0.43922070621197506,-0.6724420067648312,-0.3319896670717754,-0.7713319629184047
2011-10-21,-0.016268105990500863,-0.016234205725503183,-0.016386108071636336,0.0016451637679225485,-0.06853215400762093,-0.06853686745447214,0.06853098451319706,0.35513651604489416,-0.07171580790396818,-0.7758033341367304
2011-10-22,-0.8281737558962504,-0.8281828457956592,-0.8282118898177,-0.528316924671984,-0.5627819572387064,-0.5627933588870879,0.562788500398579,-0.6724416476880467,-0.5938872480517516,-0.8030150891034874
2011-10-23,-1.1441217957519525,-1.1441278588976118,-1.1441106249741182,-1.3232600573318438,-1.3041566620853344,-1.3041431016237948,1.3041549778123076,-0.6724428331866715,-1.2378610591886519,-0.8162688427625894
2011-10-24,-0.7043137338374257,-0.7042732878430557,-0.7042980633821502,-1.0582790131118907,-1.0570317604697919,-1.0570324537575908,1.0570324484778084,-0.6724423993346781,-0.9768983483429547,-0.7951561129722937
2011-10-25,-0.24768348465724851,-0.24769173845413806,-0.2472299579773371,0.06789042482291086,0.05503029680015043,0.055026036126424704,-0.05502733223612793,-0.6724413953217167,0.0560087740381186,-0.7447456119355618
2011-10-26,-0.36100521085494813,-0.3610048368308467,-0.36108937305737093,-0.6608074467819607,-0.6863444080464778,-0.6863472474058274,0.6863474189702293,-0.672441918748179,-0.5873663921882344,-0.7917377723935497
2011-10-27,-0.5032929825857839,-0.503305951058853,-0.5033457066955513,-0.6608074467819607,-0.6863444080464778,-0.6863561766731038,0.6863541098184247,-0.6724414007740755,-0.5901040309001658,-0.7873225271737803
2011-10-28,0.2393691351997343,0.23938000687921202,0.23945789979913137,0.26662620798787584,0.1785927476079218,0.1785858675906053,-0.17858829599221593,0.35560963826446856,0.1879990426601546,-0.7358736951637551
2011-10-29,-1.1119216395936964,-1.1119730850121392,-1.1120452049754452,-1.3232600573318438,-1.3041566620853344,-1.3041579441382836,1.3041564677018604,-0.6724425442116454,-1.2375357681185373,-0.8150527794605342
2011-10-30,-0.7434598171319226,-0.7434923681124578,-0.743292874990706,-1.0582790131118907,-1.0570317604697919,-1.0570412378335285,1.0570319397103645,-0.6724422170701063,-1.2379594665712075,-0.8093386182741741
2011-10-31,-0.8659042166688835,-0.8658997459719266,-0.8661197380364704,-1.0582790131118907,-1.0570317604697919,-1.0570266263052595,1.0570303567659312,-0.6724424655418944,-0.9757461619055318,-0.8001246001778333
2011-11-01,-0.5651436090086538,-0.5651389316492248,-0.5650308790658799,-0.5945621857269723,-0.5627819572387064,-0.5627818194755345,0.5627842704473837,-0.6724417645243107,-0.4598167567040244,-0.7664182653781225
2011-11-02,-0.7230074914273958,-0.7229896398142714,-0.7229123114322273,-0.9257884910019138,-0.9334693096620205,-0.9334578952720314,0.9334699483047281,0.3559212974407227,-0.9772523415663148,-0.8046467520615196
2011-11-03,-0.48616333450162535,-0.4862135775667013,-0.48595429245898314,-0.5945621857269723,-0.5627819572387064,-0.5627819349686443,0.5627842239199433,1.384439383213116,-0.7187156460544561,-0.7848797099032783
2011-11-04,-0.3892657385928552,-0.38926206236656513,-0.3893504211917946,-0.5945621857269723,-0.5627819572387064,-0.5627668614679361,0.5627828270852713,0.356059411146148,-0.5886525220074693,-0.7793873800445458
2011-11-05,-0.8267761230124281,-0.8267212651645014,-0.8268531855804678,-0.7932979688919373,-0.8099068588542492,-0.809910150986724,0.8099057357195549,-0.6724420667407801,-0.722600004127002,-0.7874975868359442
2011-11-06,-0.3961390080535563,-0.396082771978635,-0.39641568322540044,-0.19709061939704242,-0.19209460481539228,-0.19209933876115826,0.192096733515364,0.35621494747525256,-0.2033042463805684,-0.7644057474298862
2011-11-07,-1.1448021621575024,-1.1448586492131907,-1.1447899770927343,-1.1245242741668788,-1.0570317604697919,-1.057029612627094,1.0570350024296895,-0.6724420122171902,-0.976589458503266,-0.7990475155388701
2011-11-08,-0.4628775129171422,-0.46282828746817645,-0.46272045000231743,-0.528316924671984,-0.5627819572387064,-0.5627964310038042,0.5627858533918173,-0.6724413407981268,-0.71699898393654,-0.7889929437974823
2011-11-09,0.0829667446169147,0.08303147880729941,0.0830710420937393,0.2003809469328875,0.1785927476079218,0.17857366491862156,-0.17859159134874183,-0.6724407690793418,0.18866739280001207,-0.7551997473333392
2011-11-10,-0.1702314256388973,-0.17022796500277232,-0.17005555730256514,0.26662620798787584,0.1785927476079218,0.17858862292622052,-0.17859303471085505,1.3854028641168306,-0.07441244353983482,-0.7577548166009539
2011-11-11,-0.42456950803032384,-0.4245429948242357,-0.42467673135982414,-0.2633358804520307,-0.31565705562316365,-0.3156652286638898,0.3156596959284475,-0.6724411452921117,-0.33270722090291077,-0.7718317515722163
2011-11-12,-0.5394950232482645,-0.5394394722180329,-0.5393513689821968,-0.6608074467819607,-0.6863444080464778,-0.6863562624679852,0.6863468171479047,-0.672441454518757,-0.7209393795463745,-0.7843291405841061
2011-11-13,-0.996548122707259,-0.9965488146126467,-0.996555344810733,-1.3232600573318438,-1.3041566620853344,-1.3041432171169045,1.3041549312848673,-0.6724425847148836,-1.234690154639635,-0.8223611862725557
2011-11-14,-0.8591774561845353,-0.8592008347457867,-0.8591903464265874,-0.8595432299469256,-0.8099068588542492,-0.8099069633768983,0.8099084292537566,-0.6724416928647354,-0.71839582206115,-0.7917417813934465
2011-11-15,-0.955921040329523,-0.9559087531740635,-0.9557942176937761,-1.190769535221867,-1.1805942112775634,-1.1805982281672125,1.1805954574183328,-0.6724420651829632,-1.104847080434196,-0.8084780196296427
2011-11-16,-0.6384051566260835,-0.6383397615930466,-0.638536778300126,-0.9257884910019138,-0.9334693096620205,-0.933469866957795,0.9334667460030823,-0.6724420916658497,-0.8474079005916739,-0.7937462813418891
2011-11-17,-0.713624795348329,-0.7136111640976751,-0.7136731226190505,-1.0582790131118907,-1.0570317604697919,-1.0570385121961416,1.0570344471348054,0.35693367743653137,-1.1054115561146893,-0.8070909056653205
2011-11-18,-0.14744230563404476,-0.14749226629587253,-0.14750106696451523,-0.39582640256200735,-0.439219506430935,-0.43922793095679513,0.4392253518757333,-0.6724408259396569,-0.33022516803178364,-0.7662846320482264
2011-11-19,-0.7068978643460849,-0.7069528523335118,-0.7068796014328909,-1.0582790131118907,-1.0570317604697919,-1.057038396703032,1.0570344936622458,-0.6724417177898051,-0.9786901827669898,-0.8104638109118998
2011-11-20,-0.4376917468304229,-0.4376972205046567,-0.43772029203725044,-0.7932979688919373,-0.8099068588542492,-0.809907078870008,0.8099083827263163,-0.6724415736917462,-0.7215749272253801,-0.7900098934379922
2011-11-21,-0.016991221232610244,-0.016964996041082706,-0.016793719342805925,-0.528316924671984,-0.5627819572387064,-0.5627817039824252,0.5627843169748239,-0.6724412037102437,-0.45982632408843954,-0.7744750188375625
2011-11-22,-1.1244066530159655,-1.1244371198389576,-1.1244094135342557,-1.3232600573318438,-1.3041566620853344,-1.3041520011928425,1.3041544225174235,1.3870149716656404,-1.492212707403489,-0.8225108556020395
2011-11-23,-0.945031170670161,-0.9449874979023561,-0.9450604542196438,-0.6608074467819607,-0.6863444080464778,-0.6863385491247709,0.6863406350671533,0.3573539958960704,-0.7207562324732848,-0.7853046638923481
2011-11-24,-1.674364347861894,-1.674356832312094,-1.6744128887657312,-1.8532221457717502,-1.79840646531642,-1.7984000253306214,1.7984050614448484,-0.672442954696386,-1.7531029794814714,-0.8462521529913929
2011-11-25,-1.0740066955092424,-1.0740125880640121,-1.074137356756675,-1.3232600573318438,-1.3041566620853344,-1.3041579441382836,1.3041564677018604,-0.6724422069442968,-1.2354090752399722,-0.8100094575902529
2011-11-26,-1.1098173464447407,-1.1098213135273791,-1.1098712781958742,-0.9257884910019138,-0.9334693096620205,-0.9334667948410793,0.9334693930098439,-0.6724417847759298,-0.9790359753751369,-0.8148322844662056
2011-11-27,-1.3552112536305727,-1.3552044617139893,-1.3552532634399563,-1.5882411015517972,-1.5512815637008772,-1.551283434518976,1.551280486925912,-0.6724425543374549,-1.494769932580735,-0.8223558409393599
2011-11-28,-0.8761667339366012,-0.876171409852008,-0.8761741493919867,-0.9257884910019138,-0.9334693096620205,-0.9334726222934105,0.9334714847217211,-0.6724415355252333,-0.845911288315306,-0.8006003348322636
2011-11-29,-0.7438273343534467,-0.7438577632702472,-0.7438363566855987,-0.528316924671984,-0.5627819572387064,-0.5627995031205202,0.562783206385056,-0.67244103235039,-0.45791694751301854,-0.781435978991854
2011-11-30,0.20546557346631958,0.2055200555907217,0.20535442344461038,0.26662620798787584,0.1785927476079218,0.17859146405671697,-0.1785904807589736,-0.6724401389424249,0.18645459346171095,-0.7378381051132289
2011-12-01,-0.2331255533789112,-0.2330759321425597,-0.2332353043338485,-0.1308453583420541,-0.19209460481539228,-0.19209649763066144,0.19209928746724428,0.35788409760375356,-0.19915610185200516,-0.7694584236332603
2011-12-02,0.16373923041940514,0.16374320921679392,0.1639139442090378,0.46536199115284077,0.42571764922346456,0.425705098244755,-0.4257176557572306,-0.6724398055696186,0.5707887263406074,-0.7404733543787813
2011-12-03,-0.9690670834279214,-0.9690629788544841,-0.9691095192186485,-1.190769535221867,-1.1805942112775634,-1.1806070122431505,1.1805949486508889,-0.6724417567352264,-1.2381590148747232,-0.8148710381318754
2011-12-04,-1.2645673333551335,-1.2645864625822034,-1.264491820392865,-1.3232600573318438,-1.3041566620853344,-1.3041520011928425,1.3041544225174235,-0.6724423198860187,-1.2385471773281373,-0.8128839105163195
2011-12-05,-0.3247479053423319,-0.32474951728573725,-0.3245402290758329,-0.19709061939704242,-0.19209460481539228,-0.19211441226186657,0.19209813035003573,-0.6724401358267913,-0.20154658118658741,-0.7595842568872324
2011-12-06,0.3212074772155516,0.3212285222240503,0.32165950615166145,0.06789042482291086,0.05503029680015043,0.05501107811882613,-0.05502588887401609,0.35822275296715467,0.05854823121573655,-0.7447162126029847
2011-12-07,-0.32165165843623206,-0.3215827592515618,-0.32168695017764554,-0.2633358804520307,-0.31565705562316365,-0.31565609810862266,0.3156603442782127,-0.6724404411588943,-0.20152744641775713,-0.7721725165634515
2011-12-08,-0.3324439236518504,-0.3324228155993159,-0.33242071365177744,-0.5945621857269723,-0.5627819572387064,-0.5627965464969139,0.5627858068643768,0.35833924962702496,-0.8482129276517477,-0.7987107595475318
